Yelp URL Slug			san-francisco	la	nyc	chicago	san-diego	san-jose	seattle	boston	austin	las-vegas	philadelphia	portland	houston	sacramento	honolulu	atlanta	oc	denver	dallas	phoenix	miami	minneapolis	new-orleans	st-louis	baltimore	san-antonio-tx	orlando-fl	santa-barbara-ca	santa-cruz-ca-us	san-gabriel-ca	pittsburgh	fort-lauderdale-fl	detroit	charlotte-nc	nashville	columbus-oh	salt-lake-city	providence	milwaukee	kansas-city-mo	indianapolis-in	cincinnati-oh	tucson-az	ann-arbor-mi	fort-worth	raleigh-nc	virginia-beach-va-us	richmond	cleveland	colorado-springs-co	albuquerque	madison	santa-clarita-ca	reno-nv-us	san-fernando-valley-ca	fresno-ca	tacoma-wa-us	jax	ontario-ca	stockton-ca	oklahoma-city	bakersfield-ca	louisville	charleston-sc	vancouver-wa	eugene-or	portland-me	buffalo	sonoma-ca-us	modesto-ca-us	memphis	grand-rapids-mi	omaha-ne-us	worcester-ma	rochester-ny-us	gainesville-fl	savannah-ga	albany-ny-us	birmingham-al	asheville-nc	hartford	wilmington-de	spokane-wa	westchester-county-ny-us	anchorage-ak	boise-id	baton-rouge-la	el-paso-tx	des-moines-ia	syracuse-ny-us	bloomington-in	columbia-sc	little-rock-ar	lexington-ky	naples-fl	tallahassee-fl-us	knoxville-tn	harrisburg-pa	salem-or-us	greenville-sc	fort-myers-fl-us	dayton-oh	lincoln-ne	corpus-christi-tx	chattanooga-tn	tulsa-ok	wichita-ks	springfield-mo	pensacola-fl-us	south-bend-in-us	allentown-pa	huntsville-al	london-on-ca	athens-ga	daytona-beach-fl	springfield-ma	east-lansing-mi	kalamazoo-mi	fairfield-ct	cedar-rapids-ia	toledo-oh-us	rockford-il	fort-wayne-in	lubbock-tx	columbia-mo	akron-oh-us	augusta-ga	columbus-ga	green-bay-wi	montgomery-al	roanoke-va	sioux-falls-sd	ventura-county-ca	appleton-wi	shreveport-la	palm-beach-fl	mobile-al-us	charleston-wv	amarillo-tx	jackson-ms	billings-mt	lakeland-fl	evansville-in	san-angelo-tx	ogden-ut-us	sudbury-ma	beaumont-tx	abilene-tx-us	ocala-fl-us	macon-ga	erie-pa	midland-tx	topeka-ks	youngstown-oh	tampa-bay-fl
Lavender	1	19.0																																																																																																																																																		19									
Best Place To Have Birthday Dinner	1	86.0																																86																																																																																																																											
Takashi	1	64.0																																					64																																																																																																																						
Blue Hill Tavern	1	59.0																									59																																																																																																																																		
Habit@t	1	54.0																																																																																								54																																																																			
Chimney Repair	1	58.0																																																							58																																																																																																				
Tap 42	1	65.0																																65																																																																																																																											
Foreign Cinema	1	57.0	57																																																																																																																																																										
Restaurants Near Slc Airport	1	29.0																																					29																																																																																																																						
Thai Hut	1	79.0																																																																																																																										79																																	
Restaraunt Ventura County	1	86.0																																																																																																																																					86																						
Bistro Aix	1	46.0																																																										46																																																																																																	
Pizza Hartford	1	9.0																																																																																	9																																																																										
Best Pie	1	76.0																	76																																																																																																																																										
The Girl & The Fig	1	78.0																																																																					78																																																																																						
Broken Bread	1	68.0																																																																																																			68																																																								
Kosher Restaurants	1	12.0																																																							12																																																																																																				
Tria	1	96.0											96																																																																																																																																																
South Hill Restaurants	1	5.0																																																																																			5																																																																								
Cocos Bistro	1	84.0																																																																																																						84																																																					
Wegmans	1	83.0																																																																											83																																																																																
Brownstone	1	95.0																																													95																																																																																																														
Accent Printing	1	53.0																																																																																																																																													53														
Apartment Movers	1	52.0																																																										52																																																																																																	
J Olivers Fine Jewelry	1	98.0																																																																																													98																																																														
Panda Express	1	100.0																																																																																																																																																								100			
Sylvain	1	88.0																							88																																																																																																																																				
Kooky Canuck	1	51.0																																																																							51																																																																																				
Friar Enterprises	1	7.0																																																																																																																											7																																
Brighton Honey	1	87.0																																																																											87																																																																																
Office Systems & Service Co.	1	47.0																																																																							47																																																																																				
Purple Pig	1	34.0				34																																																																																																																																																							
Bank Of Kansas	1	62.0																																																																																																											62																																																
Bobby's Colorado Steak House	1	10.0																																																																																											10																																																																
Blue Tusk	1	80.0																																																																																										80																																																																	
Lobster Shack	1	91.0																																																																			91																																																																																								
Open Late	1	45.0																																																																																						45																																																																					
800 Degrees	1	30.0																																																																																																																											30																																
Cheap Banquet Halls	1	61.0																	61																																																																																																																																										
Beef Noodle Soup	1	92.0																														92																																																																																																																													
Breakfast Restaurants Hartford	1	10.0																																																																																	10																																																																										
Where To Watch Laker Game	1	91.0																	91																																																																																																																																										
Vietnamese Food	1	86.0																																																																86																																																																																											
Chin Chin	1	41.0																																																																																																																						41																																					
Diamond Valley Credit Union	1	34.0																																																																																																																																															34												
Basketball Leagues	1	15.0																																																							15																																																																																																				
Wild Sage	1	68.0																																																																																			68																																																																								
Cosmic Fish	1	68.0																																																																																																												68																																															
Bluebird	1	83.0																																																																																						83																																																																					
Alexan Lakeside Village	1	50.0																																																																																																																																														50													
Django	1	48.0																																																																																									48																																																																		
Seaport Restaurants	1	19.0								19																																																																																																																																																			
1906 Ale House	1	69.0																																																																																																																																			69																								
Montana Brewing Company	1	71.0																																																																																																																																													71														
Fajitaville	1	69.0																																																																																																								69																																																			
Bolsa	1	100.0																			100																																																																																																																																								
The Vine South Bend	1	60.0																																																																																																														60																																													
Bodega	1	43.0																																																																																																																							43																																				
Crabs	1	77.0																									77																																																																																																																																		
Garlic Brothers	1	23.0																																																												23																																																																																															
Flying Mango	1	62.0																																																																																									62																																																																		
Bella Italia	1	93.0																																																																						93																																																																																					
Northrim Bank	1	32.0																																																																																					32																																																																						
Ouachita Independent Bank	1	31.0																																																																																																																																							31																				
Champy's Fried Chicken	1	82.0																																																																																																									82																																																		
Makeup Artists	1	90.0																																																																																				90																																																																							
Uniqlo	1	42.0								42																																																																																																																																																			
Restaurants Seafood	1	91.0																																																																																																																																																				91							
Dlux	1	46.0																																																				46																																																																																																							
Animal	1	66.0		66																																																																																																																																																									
Plantation Tours	1	57.0																							57																																																																																																																																				
Bakery Hartford	1	32.0																																																																																	32																																																																										
Dralion	1	80.0																																																											80																																																																																																
Old Market	1	43.0																																																																									43																																																																																		
Sweet Grass	1	40.0																																																																																											40																																																																
Copper	1	65.0																																																																																																																					65																																						
Magic Tree	1	17.0																																																																																																																																																										17	
Sandwiches South Bend	1	80.0																																																																																																														80																																													
Italian Restaurant Hartford	1	36.0																																																																																	36																																																																										
Gas Station	1	47.0																																																																																				47																																																																							
Wildflour Restaurant & Bakery	1	79.0																																																																																																																																			79																								
Cleaning Service	1	42.0																																																																																																																																																											42
First Community Bank Of Southwest Florida	1	69.0																																																																																																					69																																																						
Wing Nutz	1	41.0																																																																																																																																																	41										
Cornucopia	1	50.0																																																																		50																																																																																									
All-you-can-eat Korean Bbq	1	26.0																																																																																																																	26																																										
Pazzo	1	65.0																																																																																															65																																																												
Broadway Automotive	1	73.0																																																																																																																																	73																										
Dinner Hartford	1	5.0																																																																																	5																																																																										
Sitti	1	85.0																																														85																																																																																																													
Chinato	1	100.0																																																	100																																																																																																										
Qq Kitchen	1	24.0																																																																																																																									24																																		
Bluegrass Retina Consultants	1	39.0																																																																																														39																																																													
Hotels South Bend	1	47.0																																																																																																														47																																													
Espresso Royale	1	54.0																																																																																																																					54																																						
Sandwich	1	94.0																																																																																																																																																			94								
Walking Trails	1	45.0																																														45																																																																																																													
Peek A Baby	1	92.0																																																																						92																																																																																					
Jane	1	38.0																												38																																																																																																																															
Campus Diner	1	58.0																																	58																																																																																																																										
Nha Trang	1	84.0																														84																																																																																																																													
American Gateway Bank	1	60.0																																																																																							60																																																																				
Marriott Downtown	1	97.0																																																															97																																																																																												
Orso	1	73.0																																																																																					73																																																																						
Odd Duck	1	26.0																																							26																																																																																																																				
Swamp Tour	1	35.0																							35																																																																																																																																				
Burgers South Bend	1	75.0																																																																																																														75																																													
Dog Beaches	1	57.0																													57																																																																																																																														
Pier 99	1	71.0																																																																																																								71																																																			
Rocco	1	95.0																																																																											95																																																																																
Paul Walsh Nissan	1	26.0																																																																																																																																																						26					
Photographers Sioux Falls	1	77.0																																																																																																																																				77																							
Chez Liberty	1	75.0																																																																																																	75																																																										
Construction Sioux Falls	1	4.0																																																																																																																																				4																							
Lento	1	76.0																																																																											76																																																																																
Blue Spice	1	59.0																																																																														59																																																																													
Black Bear Hartford	1	97.0																																																																																	97																																																																										
Academy Bank	1	59.0																																																		59																																																																																																									
Hunan Palace Express	1	93.0																																																																																													93																																																														
West Bank	1	81.0																																																																																									81																																																																		
Lentz Eye Care	1	12.0																																																																																																											12																																																
The Mark South Bend	1	53.0																																																																																																														53																																													
Southern Culture	1	83.0																																																																																																				83																																																							
French Macaroons	1	77.0																																													77																																																																																																														
Tin Roof	1	64.0																																																															64																																																																																												
Hotels With Smoking Rooms	1	41.0																																																																																																																	41																																										
Members 1st Credit Union	1	46.0																																																																																																		46																																																									
Trulucks	1	34.0																																																																																															34																																																												
Safety Inspection	1	42.0															42																																																																																																																																												
Trick Or Treat Hours	1	52.0				52																																																																																																																																																							
101	1	74.0																																																																																																74																																																											
Nightlife Sioux Falls	1	53.0																																																																																																																																				53																							
Happy Hour Downtown	1	92.0																															92																																																																																																																												
Champagne Tasting	1	40.0																																																																					40																																																																																						
Capital City Country Club	1	53.0																																																																																																53																																																											
Whole Hog Cafe	1	40.0																																																																																													40																																																														
All Inclusive Resorts	1	8.0																					8																																																																																																																																						
Andina	1	36.0												36																																																																																																																																															
Hp Pavilion Parking	1	75.0						75																																																																																																																																																					
Dartco Media	1	20.0																																																																																																											20																																																
Flying Goat	1	96.0																																																																																			96																																																																								
Rosendall Disposal	1	53.0																																																																								53																																																																																			
Kaw Valley Bank	1	19.0																																																																																																																																																									19		
Mass Ave Restaurants	1	33.0																																									33																																																																																																																		
Adult Toys Store	1	61.0																								61																																																																																																																																			
Kunde	1	42.0																																																																					42																																																																																						
Montessori Preschools	1	89.0																																																							89																																																																																																				
Gastronomy	1	55.0																																	55																																																																																																																										
Stone Eagle	1	60.0																																																																																																																										60																																	
Gerald Jones Volvo Subaru	1	70.0																																																																																																																															70																												
Mark Alan Salon	1	92.0																																																																																								92																																																																			
Vystar Credit Union	1	93.0																																																										93																																																																																																	
Pawleys Front Porch	1	85.0																																																																																												85																																																															
Biltmore	1	58.0																																																																																58																																																																											
Dats	1	96.0																																																																																											96																																																																
Four Leaves	1	22.0																																																																																																																22																																											
Angus Barn	1	61.0																																														61																																																																																																													
English Breakfast	1	62.0																																																																																																																	62																																										
Boden Plumbing	1	79.0																																																																					79																																																																																						
Boba Tea	1	58.0																																																										58																																																																																																	
People's United Bank	1	9.0																																																																																																																							9																																				
Consignment, Used Clothing Stores	1	17.0																																								17																																																																																																																			
Centurylink	1	86.0							86																																																																																																																																																				
Rpm Italian	1	96.0				96																																																																																																																																																							
Green Fire	1	19.0																																																																																																																										19																																	
Mary Lewis Tax Service	1	24.0																																																																																																																																																										24	
Tuxedo Rental	1	92.0																																																																																				92																																																																							
Restaurants In	1	4.0																																																																																											4																																																																
River Street Restaurants	1	9.0																																																																													9																																																																														
Blackbird	1	79.0																																																																																79																																																																											
Huong Lan	1	80.0																																																								80																																																																																																			
King Taco	1	95.0																																																											95																																																																																																
Pastabilities	1	30.0																																																																																										30																																																																	
Hair Salons Sioux Falls	1	41.0																																																																																																																																				41																							
Jacuzzi	1	83.0																																																																					83																																																																																						
Wayne Patterson Attorney	1	24.0																																																																																																				24																																																							
Burger 21	1	52.0																																																																																																																																														52													
Vegetarian Sioux Falls	1	76.0																																																																																																																																				76																							
Jds & Son	1	52.0																																																																																																																																													52														
Family Restaurant	1	60.0																																																																																																																								60																																			
Danecki Law Firm	1	35.0																																																																																													35																																																														
Free Birthday	1	89.0																						89																																																																																																																																					
Inexpensive Party Event Venues	1	28.0									28																																																																																																																																																		
Cheap Food	1	96.0																																																																																																																																																							96				
Cliff Bells	1	85.0																																	85																																																																																																																										
Best Steakhouses	1	43.0									43																																																																																																																																																		
Dos Comales	1	82.0																																																																																																								82																																																			
Romantix	1	70.0																																																																									70																																																																																		
The Onion	1	64.0																																																																																			64																																																																								
La Galleria 33	1	20.0								20																																																																																																																																																			
Thai Food Sioux Falls	1	40.0																																																																																																																																				40																							
Padre Hotel	1	71.0																																																														71																																																																																													
The Grit	1	49.0																																																																																																																		49																																									
Gluten Free Bakery Ventura County	1	89.0																																																																																																																																					89																						
Cheap Dinner Hartford	1	48.0																																																																																	48																																																																										
Focus Plaza	1	44.0																														44																																																																																																																													
Tower Cafe	1	86.0														86																																																																																																																																													
El Charro	1	83.0																																											83																																																																																																																
Philly Cheese Steak	1	90.0																																																																																																		90																																																									
Chuy's	1	69.0																																																																																																																												69																															
Crawdaddy's	1	57.0																																																																																																		57																																																									
Southtree	1	91.0																																																																																																									91																																																		
Best Salads	1	84.0																				84																																																																																																																																							
13th Gate	1	90.0																																																																																							90																																																																				
Hunter Boots	1	43.0																																																																																																																	43																																										
Comedy Clubs Ventura County	1	17.0																																																																																																																																					17																						
Steak South Bend	1	42.0																																																																																																														42																																													
The Mark	1	26.0																																																														26																																																																																													
Dent Source	1	58.0																																																													58																																																																																														
Mobile Auto Detail	1	88.0																																																							88																																																																																																				
Stock Yards Bank & Trust Company	1	29.0																																																															29																																																																																												
Swap Meet	1	23.0																																																											23																																																																																																
Soap	1	35.0																																																																																																35																																																											
Hilton Hotel	1	79.0																																																												79																																																																																															
Breakfast Waikiki	1	28.0															28																																																																																																																																												
Big Orange	1	53.0																																																																																													53																																																														
Cendecon Ventura County	1	12.0																																																																																																																																					12																						
Union Bank And Trust Company	1	17.0																																																																																																							17																																																				
Green Chile	1	96.0																																																			96																																																																																																								
Pollards Bbq	1	73.0																																																																							73																																																																																				
Escape Day Spa	1	87.0																																																																															87																																																																												
Chinese Ventura County	1	75.0																																																																																																																																					75																						
First Commerce Credit Union	1	93.0																																																																																																93																																																											
Progressive Rehabilitation Medicine, P.l.c.	1	29.0																																																																																																																								29																																			
Lobster Roll Hartford	1	59.0																																																																																	59																																																																										
Registry Bistro	1	50.0																																																																																																																									50																																		
Pizza Delivery Hartford	1	44.0																																																																																	44																																																																										
Blush	1	96.0																												96																																																																																																																															
Dandelion Market	1	88.0																																		88																																																																																																																									
Pottery Classes	1	69.0																																													69																																																																																																														
Cline	1	100.0																																																																					100																																																																																						
Saigon Surface	1	89.0																																																																									89																																																																																		
Wolf Creek Apartments	1	65.0																																														65																																																																																																													
Ireland Robert Dvm	1	27.0																																																																																																																																														27													
Grabill Bank	1	8.0																																																																																																																											8																																
Home Cafe	1	76.0																																																																																																																												76																															
Farm 255	1	11.0																																																																																																																		11																																									
Abc Kitchen	1	74.0			74																																																																																																																																																								
Taziki's	1	33.0																																																																																													33																																																														
Brewery Tour	1	30.0																																																																			30																																																																																								
Banh Mi	1	98.0																														98																																																																																																																													
Joe Mamas	1	69.0																																																																																																69																																																											
Jonathans	1	66.0																																																																																																			66																																																								
Bachelor Farmer	1	79.0																						79																																																																																																																																					
Obstetricians And Gynecologists	1	53.0																																																																																																																																																											53
Pollards Barbq	1	26.0																																																																							26																																																																																				
Usa Buffet International	1	70.0																																																																																																												70																																															
Family Urgent Care	1	49.0																																																																									49																																																																																		
Music Instruction Studio	1	25.0																																																																																																									25																																																		
Zip Line	1	14.0																													14																																																																																																																														
Red Fez	1	95.0																																						95																																																																																																																					
